"p_year","total","origin","share","country"
1992,347,"SouthEastAsia",0.000749457589557975,"DK"
1993,463,"SouthEastAsia",0.00593047582643303,"DK"
1994,478,"SouthEastAsia",0.00243445436025507,"DK"
1995,498,"SouthEastAsia",0.00299100126678265,"DK"
1996,571,"SouthEastAsia",0.00336875141938055,"DK"
1997,575,"SouthEastAsia",0.00207632072510854,"DK"
1998,739,"SouthEastAsia",0.00210991724159799,"DK"
1999,815,"SouthEastAsia",0.0035923494095149,"DK"
2000,961,"SouthEastAsia",0.00232441312222219,"DK"
2001,908,"SouthEastAsia",0.00152324581632584,"DK"
2002,908,"SouthEastAsia",0.00505764787330043,"DK"
2003,1039,"SouthEastAsia",0.00178487812210733,"DK"
2004,990,"SouthEastAsia",0.00370039930266329,"DK"
2005,1024,"SouthEastAsia",0.00199259676446507,"DK"
2006,982,"SouthEastAsia",0.00531933518089162,"DK"
2007,1085,"SouthEastAsia",0.00489702886017201,"DK"
2008,1096,"SouthEastAsia",0.00146069333057715,"DK"
2009,1060,"SouthEastAsia",0.00606734736061036,"DK"
2010,993,"SouthEastAsia",0.00468257822385356,"DK"
2011,1133,"SouthEastAsia",0.00386826128635904,"DK"
2012,1206,"SouthEastAsia",0.00681847949342098,"DK"
2013,1241,"SouthEastAsia",0.00533871496028334,"DK"
2014,1169,"SouthEastAsia",0.00715594901821032,"DK"
2015,1130,"SouthEastAsia",0.00574762796282051,"DK"
1985,197,"Turkey",0.00188239878344813,"DK"
1986,179,"Turkey",0.00176816907231278,"DK"
1987,190,"Turkey",0.0032009179787852,"DK"
1988,217,"Turkey",0.00433381631763701,"DK"
1989,236,"Turkey",0.00112533280203471,"DK"
1990,328,"Turkey",0.00459936887051102,"DK"
1991,325,"Turkey",0.00273210537966236,"DK"
1992,347,"Turkey",0.00472258192013925,"DK"
1993,463,"Turkey",0.00293220547412742,"DK"
1994,478,"Turkey",0.00159941723565951,"DK"
1995,498,"Turkey",0.00203515628744548,"DK"
1996,571,"Turkey",0.0007532804435426,"DK"
1997,575,"Turkey",0.00763513764671645,"DK"
1998,739,"Turkey",0.00400233556189778,"DK"
1999,815,"Turkey",0.00297599310089564,"DK"
2000,961,"Turkey",0.00656745491687801,"DK"
2001,908,"Turkey",0.00231270013922974,"DK"
2002,908,"Turkey",0.00349364122155105,"DK"
2003,1039,"Turkey",0.0024032853991046,"DK"
2004,990,"Turkey",0.00634506827838551,"DK"
2005,1024,"Turkey",0.00650258807349257,"DK"
2006,982,"Turkey",0.00317410063608453,"DK"
2007,1085,"Turkey",0.0016483189988198,"DK"
2008,1096,"Turkey",0.00516457585171479,"DK"
2009,1060,"Turkey",0.0049190823277024,"DK"
2010,993,"Turkey",0.00705615259534436,"DK"
2011,1133,"Turkey",0.00646448745429766,"DK"
2012,1206,"Turkey",0.00363534345265625,"DK"
2013,1241,"Turkey",0.00564152338860831,"DK"
2014,1169,"Turkey",0.0022863105884413,"DK"
2015,1130,"Turkey",0.00555016962527541,"DK"
1985,355,"Arabic",0.00360657829275214,"AT"
1986,339,"Arabic",0.000345893589542826,"AT"
1987,360,"Arabic",0.00377006737388395,"AT"
1988,364,"Arabic",0.00324799662578217,"AT"
1989,383,"Arabic",0.00446870719780687,"AT"
1990,471,"Arabic",0.00238503437516148,"AT"
1991,429,"Arabic",0.00332453161526319,"AT"
1992,487,"Arabic",0.00324848648991644,"AT"
1993,491,"Arabic",0.00326439242725001,"AT"
1994,497,"Arabic",0.00412887957781896,"AT"
1995,459,"Arabic",0.000386530144765248,"AT"
1996,611,"Arabic",0.00188567295433993,"AT"
1997,641,"Arabic",0.00142520898103339,"AT"
1998,659,"Arabic",0.00420520530255775,"AT"
1999,816,"Arabic",0.00384703212346369,"AT"
2000,874,"Arabic",0.00462329362421063,"AT"
2001,917,"Arabic",0.000548872931294923,"AT"
2002,865,"Arabic",0.000836298856326183,"AT"
2003,974,"Arabic",0.00531648426840664,"AT"
2004,1044,"Arabic",0.00231770439978457,"AT"
2005,1083,"Arabic",0.00163637086288368,"AT"
2006,1127,"Arabic",0.00393796740470977,"AT"
2007,1257,"Arabic",0.00187899797090932,"AT"
2008,1147,"Arabic",0.00314428987979505,"AT"
2009,1264,"Arabic",0.00492851539445453,"AT"
2010,1277,"Arabic",0.00207248506948353,"AT"
2011,1313,"Arabic",0.00514347269155504,"AT"
2012,1481,"Arabic",0.00525660641678907,"AT"
2013,1487,"Arabic",0.00303499938601368,"AT"
2014,1527,"Arabic",0.00274383205972844,"AT"
2015,1485,"Arabic",0.0045429554513472,"AT"
1985,355,"China",0.000772938482841858,"AT"
1986,339,"China",0.000222952240469854,"AT"
1987,360,"China",0.00164784071414596,"AT"
1988,364,"China",0.000178831732936416,"AT"
1989,383,"China",0.000531911054460102,"AT"
1990,471,"China",0.000635023159933717,"AT"
1991,429,"China",0.000358205214520883,"AT"
1992,487,"China",0.00026027577642155,"AT"
1993,491,"China",0.00233685110015064,"AT"
1994,497,"China",0.00251757824563289,"AT"
1995,459,"China",0.000206785652953817,"AT"
1996,611,"China",0.00492693108939229,"AT"
1997,641,"China",0.00302998995716798,"AT"
1998,659,"China",0.000744430810587812,"AT"
1999,816,"China",0.00144388803690082,"AT"
2000,874,"China",0.00142510740933998,"AT"
2001,917,"China",0.00100149281810101,"AT"
2002,865,"China",0.000666583587523098,"AT"
2003,974,"China",0.00538733959218933,"AT"
2004,1044,"China",0.00129066075833303,"AT"
2005,1083,"China",0.00163196419978749,"AT"
2006,1127,"China",0.0023679308714444,"AT"
2007,1257,"China",0.00285832071984863,"AT"
2008,1147,"China",0.0017898067662744,"AT"
2009,1264,"China",0.00252525056662511,"AT"
2010,1277,"China",0.00105460396754262,"AT"
2011,1313,"China",0.0036438458064312,"AT"
2012,1481,"China",0.00121484248226187,"AT"
2013,1487,"China",0.00476315427230029,"AT"
2014,1527,"China",0.00302099738805424,"AT"
2015,1485,"China",0.00213523168380807,"AT"
1985,355,"India",0.0047485185617788,"AT"
1986,339,"India",0.00215085556796076,"AT"
1987,360,"India",0.00241062065735191,"AT"
1988,364,"India",0.000808753637896056,"AT"
1989,383,"India",0.00395870988229414,"AT"
1990,471,"India",0.000655126316229437,"AT"
1991,429,"India",0.000663056998158491,"AT"
1992,487,"India",0.00183171098659866,"AT"
1993,491,"India",0.00237838462420507,"AT"
1994,497,"India",0.00119980432053835,"AT"
1995,459,"India",0.00135426729292926,"AT"
1996,611,"India",0.000718749220883884,"AT"
1997,641,"India",0.00156084657952097,"AT"
1998,659,"India",0.00253536614383284,"AT"
1999,816,"India",0.00122989948088565,"AT"
2000,874,"India",0.00160510696289049,"AT"
2001,917,"India",0.00312026372467377,"AT"
2002,865,"India",0.00325562967102642,"AT"
2003,974,"India",0.00360818485858362,"AT"
2004,1044,"India",0.00641023113055827,"AT"
2005,1083,"India",0.00553958830005326,"AT"
2006,1127,"India",0.00443109647049205,"AT"
2007,1257,"India",0.00549331202036659,"AT"
2008,1147,"India",0.00196501310764241,"AT"
2009,1264,"India",0.00444907060372053,"AT"
2010,1277,"India",0.00429553927203159,"AT"
2011,1313,"India",0.00751599764525568,"AT"
2012,1481,"India",0.00528685921527506,"AT"
2013,1487,"India",0.0039691465247103,"AT"
2014,1527,"India",0.00861393995816885,"AT"
2015,1485,"India",0.00866079113081703,"AT"
1985,355,"Persian",0.00182585302264457,"AT"
1986,339,"Persian",0.00605918277158878,"AT"
1987,360,"Persian",0.00321379894087188,"AT"
1988,364,"Persian",0.00300663075790402,"AT"
1989,383,"Persian",0.00205820093741947,"AT"
1990,471,"Persian",0.00679836071395498,"AT"
1991,429,"Persian",0.0040681909018745,"AT"
1992,487,"Persian",0.00227484672963277,"AT"
1993,491,"Persian",0.00107233074448806,"AT"
1994,497,"Persian",0.00282440611106747,"AT"
1995,459,"Persian",0.00230905421593827,"AT"
1996,611,"Persian",0.00364762509063102,"AT"
1997,641,"Persian",0.00704511168230253,"AT"
1998,659,"Persian",0.0048671058800553,"AT"
1999,816,"Persian",0.00535634658481373,"AT"
2000,874,"Persian",0.00307770550915568,"AT"
2001,917,"Persian",0.0033994786811022,"AT"
2002,865,"Persian",0.00286225502855912,"AT"
2003,974,"Persian",0.00748158820457781,"AT"
2004,1044,"Persian",0.00715095952991516,"AT"
2005,1083,"Persian",0.00218170183661694,"AT"
2006,1127,"Persian",0.0032289142255404,"AT"
2007,1257,"Persian",0.00287692254159248,"AT"
2008,1147,"Persian",0.00481856806885503,"AT"
2009,1264,"Persian",0.0064113584791034,"AT"
2010,1277,"Persian",0.00454953175069264,"AT"
2011,1313,"Persian",0.00242632796136284,"AT"
2012,1481,"Persian",0.00405976066814915,"AT"
2013,1487,"Persian",0.00790498881954737,"AT"
2014,1527,"Persian",0.00316963447208969,"AT"
2015,1485,"Persian",0.00367995634315777,"AT"
1985,355,"Slavic-Russian",0.00467635923503663,"AT"
1986,339,"Slavic-Russian",0.00289001481232368,"AT"
1987,360,"Slavic-Russian",0.00638570307965172,"AT"
1988,364,"Slavic-Russian",0.00514247956585767,"AT"
1989,383,"Slavic-Russian",0.00385413344199445,"AT"
1990,471,"Slavic-Russian",0.00267055363557159,"AT"
1991,429,"Slavic-Russian",0.00489318325041139,"AT"
1992,487,"Slavic-Russian",0.00727207277577387,"AT"
1993,491,"Slavic-Russian",0.0044668381762424,"AT"
1994,497,"Slavic-Russian",0.00508441098493938,"AT"
1995,459,"Slavic-Russian",0.0050160758054482,"AT"
1996,611,"Slavic-Russian",0.00648522805658674,"AT"
1997,641,"Slavic-Russian",0.00983821301635295,"AT"
1998,659,"Slavic-Russian",0.0092860277213135,"AT"
1999,816,"Slavic-Russian",0.00871573043544012,"AT"
2000,874,"Slavic-Russian",0.00810665557416949,"AT"
2001,917,"Slavic-Russian",0.00738455389339425,"AT"
2002,865,"Slavic-Russian",0.0079828293360334,"AT"
2003,974,"Slavic-Russian",0.00672163545402022,"AT"
2004,1044,"Slavic-Russian",0.00825602266758852,"AT"
2005,1083,"Slavic-Russian",0.00813149859834955,"AT"
2006,1127,"Slavic-Russian",0.00725594492626135,"AT"
2007,1257,"Slavic-Russian",0.00499727302993041,"AT"
2008,1147,"Slavic-Russian",0.00825751217230594,"AT"
2009,1264,"Slavic-Russian",0.00912236596957949,"AT"
2010,1277,"Slavic-Russian",0.0116629952124817,"AT"
2011,1313,"Slavic-Russian",0.0100999044168672,"AT"
2012,1481,"Slavic-Russian",0.0111456744849627,"AT"
2013,1487,"Slavic-Russian",0.00900954986227666,"AT"
2014,1527,"Slavic-Russian",0.0139882024874812,"AT"
2015,1485,"Slavic-Russian",0.0109069483547785,"AT"
1985,355,"SouthEastAsia",0.000884388586613373,"AT"
1986,339,"SouthEastAsia",0.00226625752000251,"AT"
1987,360,"SouthEastAsia",0.00141339689831802,"AT"
1988,364,"SouthEastAsia",0.00355130596824656,"AT"
1989,383,"SouthEastAsia",0.00530927665944384,"AT"
1990,471,"SouthEastAsia",0.000795682509068671,"AT"
1991,429,"SouthEastAsia",0.00325376579889104,"AT"
1992,487,"SouthEastAsia",0.000961008303429023,"AT"
1993,491,"SouthEastAsia",0.00178801126617614,"AT"
1994,497,"SouthEastAsia",0.00365855692397079,"AT"
1995,459,"SouthEastAsia",0.00207198387337358,"AT"
1996,611,"SouthEastAsia",0.000780412677848782,"AT"
1997,641,"SouthEastAsia",0.00281268449226188,"AT"
1998,659,"SouthEastAsia",0.00306272858872226,"AT"
1999,816,"SouthEastAsia",0.00238666708825744,"AT"
2000,874,"SouthEastAsia",0.00162617934493178,"AT"
2001,917,"SouthEastAsia",0.00644585670337751,"AT"
2002,865,"SouthEastAsia",0.00360316522468233,"AT"
2003,974,"SouthEastAsia",0.00362632394773194,"AT"
2004,1044,"SouthEastAsia",0.0041496895904156,"AT"
2005,1083,"SouthEastAsia",0.00150057767027144,"AT"
2006,1127,"SouthEastAsia",0.00405758472332916,"AT"
2007,1257,"SouthEastAsia",0.00356361626335012,"AT"
2008,1147,"SouthEastAsia",0.00176187819782361,"AT"
2009,1264,"SouthEastAsia",0.00394798094744637,"AT"
2010,1277,"SouthEastAsia",0.00364027824306952,"AT"
2011,1313,"SouthEastAsia",0.00275706232495745,"AT"
2012,1481,"SouthEastAsia",0.00266639105992004,"AT"
2013,1487,"SouthEastAsia",0.00331715046362602,"AT"
2014,1527,"SouthEastAsia",0.00265765837336821,"AT"
2015,1485,"SouthEastAsia",0.00447217429280788,"AT"
1985,355,"Turkey",0.00370947595907981,"AT"
1986,339,"Turkey",0.00855775448859526,"AT"
1987,360,"Turkey",0.00138488316331673,"AT"
1988,364,"Turkey",0.00500000847928436,"AT"
1989,383,"Turkey",0.00388064461992699,"AT"
1990,471,"Turkey",0.00283912927178859,"AT"
1991,429,"Turkey",0.00545795728664092,"AT"
1992,487,"Turkey",0.00616027570327478,"AT"
1993,491,"Turkey",0.00769211903440873,"AT"
1994,497,"Turkey",0.00267726109291712,"AT"
1995,459,"Turkey",0.00465871740732953,"AT"
1996,611,"Turkey",0.00154983174642685,"AT"
1997,641,"Turkey",0.00462715000723958,"AT"
1998,659,"Turkey",0.00694131036775694,"AT"
1999,816,"Turkey",0.00212170579652711,"AT"
2000,874,"Turkey",0.0030713581573621,"AT"
2001,917,"Turkey",0.00478182786627146,"AT"
2002,865,"Turkey",0.00581376187963666,"AT"
2003,974,"Turkey",0.00586644150843158,"AT"
2004,1044,"Turkey",0.00408212168870149,"AT"
2005,1083,"Turkey",0.00369520549559313,"AT"
2006,1127,"Turkey",0.00415757016408122,"AT"
2007,1257,"Turkey",0.00596078823843777,"AT"
2008,1147,"Turkey",0.00585961886136703,"AT"
2009,1264,"Turkey",0.0075613406040265,"AT"
2010,1277,"Turkey",0.00556718086165197,"AT"
2011,1313,"Turkey",0.00255344331549644,"AT"
2012,1481,"Turkey",0.00462265444517147,"AT"
2013,1487,"Turkey",0.00494103744845063,"AT"
2014,1527,"Turkey",0.0100985796092991,"AT"
2015,1485,"Turkey",0.00604569332864691,"AT"
1985,345,"Arabic",0.000648624745143567,"BE"
1986,374,"Arabic",0.00374388520717063,"BE"
1987,389,"Arabic",0.00463696386708739,"BE"
1988,421,"Arabic",0.00338954724133137,"BE"
1989,398,"Arabic",0.000475480855449926,"BE"
1990,521,"Arabic",0.0124624806840108,"BE"
1991,567,"Arabic",0.010711688135652,"BE"
1992,637,"Arabic",0.00672560147271891,"BE"
1993,762,"Arabic",0.0106551817358128,"BE"
1994,732,"Arabic",0.00612586600998802,"BE"
1995,762,"Arabic",0.00152500279702077,"BE"
1996,788,"Arabic",0.00520386279745444,"BE"
1997,949,"Arabic",0.0079875579008905,"BE"
1998,971,"Arabic",0.00918029748668057,"BE"
1999,1133,"Arabic",0.00935990072448436,"BE"
2000,1232,"Arabic",0.00645404315613543,"BE"
2001,1154,"Arabic",0.00793205678008409,"BE"
2002,1202,"Arabic",0.00745820624987335,"BE"
2003,1147,"Arabic",0.0071225657739278,"BE"
2004,1231,"Arabic",0.00870209769871027,"BE"
2005,1236,"Arabic",0.00970810985639885,"BE"
2006,1177,"Arabic",0.00682832926145604,"BE"
2007,1301,"Arabic",0.0104619537412967,"BE"
2008,1176,"Arabic",0.00988305246614988,"BE"
2009,1190,"Arabic",0.0159610793681389,"BE"
2010,1321,"Arabic",0.0160765944690475,"BE"
2011,1293,"Arabic",0.00928414363656233,"BE"
2012,1372,"Arabic",0.0124762646484276,"BE"
2013,1378,"Arabic",0.0107341686143855,"BE"
2014,1385,"Arabic",0.0137369721693211,"BE"
2015,1406,"Arabic",0.0160926722658405,"BE"
1985,345,"China",0.000807783252941382,"BE"
1986,374,"China",0.00116730033176214,"BE"
1987,389,"China",0.0012325311169182,"BE"
1988,421,"China",0.000925856163350228,"BE"
1989,398,"China",0.00139466069709129,"BE"
1990,521,"China",0.00547534982262571,"BE"
1991,567,"China",0.00293030155564291,"BE"
1992,637,"China",0.00459811052378194,"BE"
1993,762,"China",0.00344245832810759,"BE"
1994,732,"China",0.00668026757541474,"BE"
1995,762,"China",0.00508068238059697,"BE"
1996,788,"China",0.0055239189971538,"BE"
1997,949,"China",0.00248225357351622,"BE"
1998,971,"China",0.00694331157867761,"BE"
1999,1133,"China",0.00124414457312077,"BE"
2000,1232,"China",0.00306541123268564,"BE"
2001,1154,"China",0.00670913658958702,"BE"
2002,1202,"China",0.00583339617823678,"BE"
2003,1147,"China",0.00358977071678405,"BE"
2004,1231,"China",0.00774148658258452,"BE"
2005,1236,"China",0.00524982171111498,"BE"
2006,1177,"China",0.00320112695167976,"BE"
2007,1301,"China",0.00939698132531729,"BE"
2008,1176,"China",0.00868726699298001,"BE"
2009,1190,"China",0.00647881350479758,"BE"
2010,1321,"China",0.00549802491643724,"BE"
2011,1293,"China",0.0104257812311707,"BE"
2012,1372,"China",0.00755245780378984,"BE"
2013,1378,"China",0.0113251001523331,"BE"
2014,1385,"China",0.0139869485890274,"BE"
2015,1406,"China",0.00689474021874464,"BE"
1985,345,"India",0.00767694914721709,"BE"
1986,374,"India",0.00899471071484498,"BE"
1987,389,"India",0.00549707910867064,"BE"
1988,421,"India",0.0098282961791488,"BE"
1989,398,"India",0.00229152261158334,"BE"
1990,521,"India",0.00613700825572494,"BE"
1991,567,"India",0.00870243158800814,"BE"
1992,637,"India",0.00607966381118945,"BE"
1993,762,"India",0.00548947642543058,"BE"
1994,732,"India",0.00932306616405049,"BE"
1995,762,"India",0.00788998696102601,"BE"
1996,788,"India",0.00570190519180914,"BE"
1997,949,"India",0.00641767885005451,"BE"
1998,971,"India",0.00597137048166634,"BE"
1999,1133,"India",0.00588107450833641,"BE"
2000,1232,"India",0.00712671773018514,"BE"
2001,1154,"India",0.00749124836816414,"BE"
2002,1202,"India",0.00736226286009952,"BE"
2003,1147,"India",0.00905929004037975,"BE"
2004,1231,"India",0.00761213758664379,"BE"
2005,1236,"India",0.00848787618710166,"BE"
2006,1177,"India",0.01073099584659,"BE"
2007,1301,"India",0.0101194353880064,"BE"
2008,1176,"India",0.0128315594038124,"BE"
2009,1190,"India",0.0069468354232538,"BE"
2010,1321,"India",0.0119711818458987,"BE"
2011,1293,"India",0.0141556176557393,"BE"
2012,1372,"India",0.01755085673968,"BE"
2013,1378,"India",0.0167215194129155,"BE"
2014,1385,"India",0.0127644176803583,"BE"
2015,1406,"India",0.0163009807008401,"BE"
1985,345,"Persian",0.000173671540476014,"BE"
1986,374,"Persian",0.000198128602064109,"BE"
1987,389,"Persian",0.000462408783102238,"BE"
1988,421,"Persian",0.00090999500318273,"BE"
1989,398,"Persian",0.000105922169083364,"BE"
1990,521,"Persian",0.00155536137972021,"BE"
1991,567,"Persian",0.00325892958739833,"BE"
1992,637,"Persian",0.000801729323191719,"BE"
1993,762,"Persian",0.00180335598510013,"BE"
1994,732,"Persian",0.00330407992561687,"BE"
1995,762,"Persian",0.00140506545950244,"BE"
1996,788,"Persian",0.00211342278756831,"BE"
1997,949,"Persian",0.00494921183055425,"BE"
1998,971,"Persian",0.00176748592595011,"BE"
1999,1133,"Persian",0.00451244954913135,"BE"
2000,1232,"Persian",0.00134040408689053,"BE"
2001,1154,"Persian",0.00383950123466373,"BE"
2002,1202,"Persian",0.00128823588149523,"BE"
2003,1147,"Persian",0.00657420883379896,"BE"
2004,1231,"Persian",0.00731898181794031,"BE"
2005,1236,"Persian",0.00222365175165047,"BE"
2006,1177,"Persian",0.00283478401399219,"BE"
2007,1301,"Persian",0.00311717261340166,"BE"
2008,1176,"Persian",0.00471254146472609,"BE"
2009,1190,"Persian",0.00339376793431724,"BE"
2010,1321,"Persian",0.00306239408242319,"BE"
2011,1293,"Persian",0.00774209012061734,"BE"
2012,1372,"Persian",0.00815902900625078,"BE"
2013,1378,"Persian",0.00854559930755839,"BE"
2014,1385,"Persian",0.00554820020042254,"BE"
2015,1406,"Persian",0.00759106273030841,"BE"
1985,345,"Slavic-Russian",0.002254326874289,"BE"
1986,374,"Slavic-Russian",0.00247756755274611,"BE"
1987,389,"Slavic-Russian",0.00408655805150023,"BE"
1988,421,"Slavic-Russian",0.00335579450537523,"BE"
1989,398,"Slavic-Russian",0.0032564052457373,"BE"
1990,521,"Slavic-Russian",0.00655437237078361,"BE"
1991,567,"Slavic-Russian",0.00478965564911479,"BE"
1992,637,"Slavic-Russian",0.0043551534525465,"BE"
1993,762,"Slavic-Russian",0.00599893682373492,"BE"
1994,732,"Slavic-Russian",0.00547413081437363,"BE"
1995,762,"Slavic-Russian",0.00609932353927249,"BE"
1996,788,"Slavic-Russian",0.0040964797550846,"BE"
1997,949,"Slavic-Russian",0.0041318670667924,"BE"
1998,971,"Slavic-Russian",0.0086804915437042,"BE"
1999,1133,"Slavic-Russian",0.00568853457465378,"BE"
2000,1232,"Slavic-Russian",0.00712105893522866,"BE"
2001,1154,"Slavic-Russian",0.00824080432084224,"BE"
2002,1202,"Slavic-Russian",0.00740395972954625,"BE"
2003,1147,"Slavic-Russian",0.00853444022508685,"BE"
2004,1231,"Slavic-Russian",0.00713049176895087,"BE"
2005,1236,"Slavic-Russian",0.00475159661191972,"BE"
2006,1177,"Slavic-Russian",0.00704166023712017,"BE"
2007,1301,"Slavic-Russian",0.00768280692051236,"BE"
2008,1176,"Slavic-Russian",0.0106032348351203,"BE"
2009,1190,"Slavic-Russian",0.00884972662706593,"BE"
2010,1321,"Slavic-Russian",0.00864082926821955,"BE"
2011,1293,"Slavic-Russian",0.0115828237862461,"BE"
2012,1372,"Slavic-Russian",0.0110526171254729,"BE"
2013,1378,"Slavic-Russian",0.0083994242033282,"BE"
2014,1385,"Slavic-Russian",0.0120538482405228,"BE"
2015,1406,"Slavic-Russian",0.0117196934849894,"BE"
1985,345,"SouthEastAsia",0.00796122511424553,"BE"
1986,374,"SouthEastAsia",0.0123518736418586,"BE"
1987,389,"SouthEastAsia",0.0116541598070334,"BE"
1988,421,"SouthEastAsia",0.00554934446793882,"BE"
1989,398,"SouthEastAsia",0.0100116534547813,"BE"
1990,521,"SouthEastAsia",0.00780882154601704,"BE"
1991,567,"SouthEastAsia",0.0128296657268388,"BE"
1992,637,"SouthEastAsia",0.0114936238246592,"BE"
1993,762,"SouthEastAsia",0.0102892520596425,"BE"
1994,732,"SouthEastAsia",0.00775643333665274,"BE"
1995,762,"SouthEastAsia",0.0168449545133781,"BE"
1996,788,"SouthEastAsia",0.0154182184032695,"BE"
1997,949,"SouthEastAsia",0.0113299998497849,"BE"
1998,971,"SouthEastAsia",0.0102437597076944,"BE"
1999,1133,"SouthEastAsia",0.00998022988770826,"BE"
2000,1232,"SouthEastAsia",0.0117225415144278,"BE"
2001,1154,"SouthEastAsia",0.0157077172338401,"BE"
2002,1202,"SouthEastAsia",0.0164311446164706,"BE"
2003,1147,"SouthEastAsia",0.00887643286313929,"BE"
2004,1231,"SouthEastAsia",0.0145923692660322,"BE"
2005,1236,"SouthEastAsia",0.0132588591086675,"BE"
2006,1177,"SouthEastAsia",0.0201317927232675,"BE"
2007,1301,"SouthEastAsia",0.00862752477774035,"BE"
2008,1176,"SouthEastAsia",0.0164161056071348,"BE"
2009,1190,"SouthEastAsia",0.0142179575616457,"BE"
2010,1321,"SouthEastAsia",0.0115778556117533,"BE"
2011,1293,"SouthEastAsia",0.013925623987571,"BE"
2012,1372,"SouthEastAsia",0.0207382722096894,"BE"
2013,1378,"SouthEastAsia",0.0139837360848677,"BE"
2014,1385,"SouthEastAsia",0.0179706338580426,"BE"
2015,1406,"SouthEastAsia",0.0147986997675945,"BE"
1985,345,"Turkey",0.00341355858901157,"BE"
1986,374,"Turkey",0.0105048754254472,"BE"
1987,389,"Turkey",0.00119930730691516,"BE"
1988,421,"Turkey",0.00385187360344876,"BE"
1989,398,"Turkey",0.0023152098872266,"BE"
1990,521,"Turkey",0.00509872689900931,"BE"
1991,567,"Turkey",0.00522904048636425,"BE"
1992,637,"Turkey",0.00443523217122438,"BE"
1993,762,"Turkey",0.00401877518075006,"BE"
1994,732,"Turkey",0.00209284421467952,"BE"
1995,762,"Turkey",0.00266986187339699,"BE"
1996,788,"Turkey",0.00144052566156971,"BE"
1997,949,"Turkey",0.00547872960082348,"BE"
1998,971,"Turkey",0.00390428906004483,"BE"
1999,1133,"Turkey",0.00370029173220995,"BE"
2000,1232,"Turkey",0.00911515592364933,"BE"
2001,1154,"Turkey",0.0051980472252975,"BE"
2002,1202,"Turkey",0.0100770738893852,"BE"
2003,1147,"Turkey",0.0057858115697104,"BE"
2004,1231,"Turkey",0.00615454371853639,"BE"
2005,1236,"Turkey",0.0101955973354928,"BE"
2006,1177,"Turkey",0.00645291716246171,"BE"
2007,1301,"Turkey",0.00729242488847801,"BE"
2008,1176,"Turkey",0.00890316670454281,"BE"
2009,1190,"Turkey",0.00862561412672583,"BE"
2010,1321,"Turkey",0.00974149838479781,"BE"
2011,1293,"Turkey",0.0102945000375282,"BE"
2012,1372,"Turkey",0.0123474761018275,"BE"
2013,1378,"Turkey",0.00860909625100811,"BE"
2014,1385,"Turkey",0.0155536204803477,"BE"
2015,1406,"Turkey",0.0129427703024988,"BE"
