"p_year","total","origin","share","country"
1995,1687,"SouthEastAsia",0.00146815472935766,"IT"
1996,1752,"SouthEastAsia",0.00153061482731706,"IT"
1997,2064,"SouthEastAsia",0.000644548455136674,"IT"
1998,2233,"SouthEastAsia",0.00155856913983727,"IT"
1999,2477,"SouthEastAsia",0.00107614070924622,"IT"
2000,2866,"SouthEastAsia",0.000956489980397255,"IT"
2001,2850,"SouthEastAsia",0.00206010279518094,"IT"
2002,3091,"SouthEastAsia",0.00167748667297704,"IT"
2003,3192,"SouthEastAsia",0.001123857071337,"IT"
2004,3489,"SouthEastAsia",0.00148431525569879,"IT"
2005,3651,"SouthEastAsia",0.00158823984116964,"IT"
2006,3594,"SouthEastAsia",0.000997961378870687,"IT"
2007,3566,"SouthEastAsia",0.00149805509018687,"IT"
2008,3641,"SouthEastAsia",0.000860689018407012,"IT"
2009,3542,"SouthEastAsia",0.00120785112970632,"IT"
2010,3633,"SouthEastAsia",0.00174382638049392,"IT"
2011,3445,"SouthEastAsia",0.00115614343976629,"IT"
2012,3533,"SouthEastAsia",0.00178267254227359,"IT"
2013,3767,"SouthEastAsia",0.00118175688796452,"IT"
2014,3766,"SouthEastAsia",0.00189781162465922,"IT"
2015,3998,"SouthEastAsia",0.00230336343492402,"IT"
1985,1025,"Turkey",0.000361378764839493,"IT"
1986,1063,"Turkey",0.000232551898294339,"IT"
1987,1165,"Turkey",0.00127541225742044,"IT"
1988,1193,"Turkey",0.000832163356059745,"IT"
1989,1345,"Turkey",0.0009246972771622,"IT"
1990,1749,"Turkey",0.00079141352126711,"IT"
1991,1694,"Turkey",0.00011431155490346,"IT"
1992,1588,"Turkey",0.00189240553056658,"IT"
1993,1522,"Turkey",0.00143080088664839,"IT"
1994,1604,"Turkey",0.000527095943489692,"IT"
1995,1687,"Turkey",0.00120279246560094,"IT"
1996,1752,"Turkey",0.00124037227935373,"IT"
1997,2064,"Turkey",0.00179382196633648,"IT"
1998,2233,"Turkey",0.00073674729292387,"IT"
1999,2477,"Turkey",0.000456766461644468,"IT"
2000,2866,"Turkey",0.00108900347000423,"IT"
2001,2850,"Turkey",0.00235995812441738,"IT"
2002,3091,"Turkey",0.000938580450757093,"IT"
2003,3192,"Turkey",0.000888920431735768,"IT"
2004,3489,"Turkey",0.0012086628816643,"IT"
2005,3651,"Turkey",0.0014903010673183,"IT"
2006,3594,"Turkey",0.000786319628364159,"IT"
2007,3566,"Turkey",0.000799731992485521,"IT"
2008,3641,"Turkey",0.00112307155516012,"IT"
2009,3542,"Turkey",0.000257940090546131,"IT"
2010,3633,"Turkey",0.00187526933415295,"IT"
2011,3445,"Turkey",0.00200013684824196,"IT"
2012,3533,"Turkey",0.000812450387975256,"IT"
2013,3767,"Turkey",0.00133466604365378,"IT"
2014,3766,"Turkey",0.00187303200174048,"IT"
2015,3998,"Turkey",0.00140908641773516,"IT"
1985,171,"Arabic",7.56309251113673e-05,"ES"
1986,179,"Arabic",9.81103609081201e-05,"ES"
1987,231,"Arabic",0.000442676676123882,"ES"
1988,242,"Arabic",0.00225455757326913,"ES"
1989,317,"Arabic",0.000160324662796007,"ES"
1990,362,"Arabic",0.000101114403330379,"ES"
1991,504,"Arabic",0.000460983110428321,"ES"
1992,410,"Arabic",0.000531423399021288,"ES"
1993,528,"Arabic",0.000199606108857393,"ES"
1994,532,"Arabic",0.000426826671602888,"ES"
1995,553,"Arabic",0.00474215236857521,"ES"
1996,599,"Arabic",0.00239803129284445,"ES"
1997,757,"Arabic",0.000520179217544045,"ES"
1998,837,"Arabic",0.00269222582375003,"ES"
1999,1106,"Arabic",0.00235012787752479,"ES"
2000,1220,"Arabic",0.00109702433652555,"ES"
2001,1380,"Arabic",0.00412727765102859,"ES"
2002,1440,"Arabic",0.00377393399199304,"ES"
2003,1403,"Arabic",0.0017412899259533,"ES"
2004,1822,"Arabic",0.00178429889488281,"ES"
2005,2128,"Arabic",0.00152156606312561,"ES"
2006,2131,"Arabic",0.002772514799519,"ES"
2007,2183,"Arabic",0.00209544999436018,"ES"
2008,2427,"Arabic",0.00231381725402397,"ES"
2009,2606,"Arabic",0.00278129014529822,"ES"
2010,2528,"Arabic",0.00374356355232065,"ES"
2011,2720,"Arabic",0.00235549348363075,"ES"
2012,2753,"Arabic",0.00321551768289925,"ES"
2013,2832,"Arabic",0.00246975987184604,"ES"
2014,2780,"Arabic",0.00353525091374696,"ES"
2015,2713,"Arabic",0.00298852222648173,"ES"
1985,171,"China",0.000625619989003993,"ES"
1986,179,"China",0.00509420513399622,"ES"
1987,231,"China",0.000134354775782075,"ES"
1988,242,"China",0.000422147899662485,"ES"
1989,317,"China",0.00192303511444091,"ES"
1990,362,"China",0.000132579735530261,"ES"
1991,504,"China",0.00415367300230795,"ES"
1992,410,"China",0.000111306224987534,"ES"
1993,528,"China",0.00238796571858426,"ES"
1994,532,"China",0.000223741915410608,"ES"
1995,553,"China",0.00195207934773281,"ES"
1996,599,"China",0.00189103270955505,"ES"
1997,757,"China",0.00148056905232811,"ES"
1998,837,"China",0.000333561050098632,"ES"
1999,1106,"China",0.000446776440581232,"ES"
2000,1220,"China",0.000714900879031312,"ES"
2001,1380,"China",0.000416380847320997,"ES"
2002,1440,"China",0.00210901410397034,"ES"
2003,1403,"China",0.000923079691085006,"ES"
2004,1822,"China",0.000453712475185713,"ES"
2005,2128,"China",0.000848997349143253,"ES"
2006,2131,"China",0.000217837102199753,"ES"
2007,2183,"China",0.000912172533168891,"ES"
2008,2427,"China",0.000179818103060703,"ES"
2009,2606,"China",0.000583249684427496,"ES"
2010,2528,"China",0.00170318165610271,"ES"
2011,2720,"China",0.00160736756708169,"ES"
2012,2753,"China",0.00091052795768726,"ES"
2013,2832,"China",0.00230291545016249,"ES"
2014,2780,"China",0.00203996168606694,"ES"
2015,2713,"China",0.00123866299157725,"ES"
1985,171,"India",0.0005754935859515,"ES"
1986,179,"India",0.000791955204621643,"ES"
1987,231,"India",0.00192061630827041,"ES"
1988,242,"India",0.00103484252055705,"ES"
1989,317,"India",0.00291680160390094,"ES"
1990,362,"India",0.00290751163785338,"ES"
1991,504,"India",0.0046568008408995,"ES"
1992,410,"India",0.00332097330803729,"ES"
1993,528,"India",0.00104540278903295,"ES"
1994,532,"India",0.00271849456520219,"ES"
1995,553,"India",0.00200550694788478,"ES"
1996,599,"India",0.00300813681064961,"ES"
1997,757,"India",0.00122716293868453,"ES"
1998,837,"India",0.00546415226658857,"ES"
1999,1106,"India",0.0050149132842852,"ES"
2000,1220,"India",0.00178101451400754,"ES"
2001,1380,"India",0.00398980474415406,"ES"
2002,1440,"India",0.0026611072450733,"ES"
2003,1403,"India",0.00243852213024104,"ES"
2004,1822,"India",0.00365410766218247,"ES"
2005,2128,"India",0.00233701762056543,"ES"
2006,2131,"India",0.00391148144398376,"ES"
2007,2183,"India",0.00253585136017798,"ES"
2008,2427,"India",0.00240145102434354,"ES"
2009,2606,"India",0.00251676005804714,"ES"
2010,2528,"India",0.00402422800126717,"ES"
2011,2720,"India",0.00258339703509563,"ES"
2012,2753,"India",0.00521168477721002,"ES"
2013,2832,"India",0.0032335828725231,"ES"
2014,2780,"India",0.0074720463380508,"ES"
2015,2713,"India",0.00411827835746711,"ES"
1985,171,"Persian",2.15524696077053e-05,"ES"
1986,179,"Persian",4.27158595836787e-05,"ES"
1987,231,"Persian",0.00447818962949306,"ES"
1988,242,"Persian",0.000263482599824471,"ES"
1989,317,"Persian",0.000173978456287006,"ES"
1990,362,"Persian",0.000425752497254677,"ES"
1991,504,"Persian",0.000130307855003418,"ES"
1992,410,"Persian",0.000319764473895312,"ES"
1993,528,"Persian",0.00117919494242848,"ES"
1994,532,"Persian",0.000797022602747186,"ES"
1995,553,"Persian",0.000292041401124227,"ES"
1996,599,"Persian",0.000341649834010505,"ES"
1997,757,"Persian",0.00248080786930014,"ES"
1998,837,"Persian",0.00135976840672947,"ES"
1999,1106,"Persian",0.00235091346663663,"ES"
2000,1220,"Persian",0.00100460977726151,"ES"
2001,1380,"Persian",0.000626082879463039,"ES"
2002,1440,"Persian",0.00122462222091244,"ES"
2003,1403,"Persian",0.00176444266080448,"ES"
2004,1822,"Persian",0.00150697229255346,"ES"
2005,2128,"Persian",0.000871265999849305,"ES"
2006,2131,"Persian",0.0026711649032714,"ES"
2007,2183,"Persian",0.0012708962131536,"ES"
2008,2427,"Persian",0.00135714350382911,"ES"
2009,2606,"Persian",0.00133487218270576,"ES"
2010,2528,"Persian",0.00132482033622549,"ES"
2011,2720,"Persian",0.00163432796807043,"ES"
2012,2753,"Persian",0.00196210392511817,"ES"
2013,2832,"Persian",0.00207873486640777,"ES"
2014,2780,"Persian",0.00288879370209751,"ES"
2015,2713,"Persian",0.00197417669804739,"ES"
1985,171,"Slavic-Russian",0.000125459318872127,"ES"
1986,179,"Slavic-Russian",0.000503347990082995,"ES"
1987,231,"Slavic-Russian",0.00249571397584046,"ES"
1988,242,"Slavic-Russian",0.00623911599401505,"ES"
1989,317,"Slavic-Russian",0.000494942754921243,"ES"
1990,362,"Slavic-Russian",0.000321330505309042,"ES"
1991,504,"Slavic-Russian",0.000144864402258991,"ES"
1992,410,"Slavic-Russian",0.000250503182370361,"ES"
1993,528,"Slavic-Russian",0.000629252850180188,"ES"
1994,532,"Slavic-Russian",0.00315524533643587,"ES"
1995,553,"Slavic-Russian",0.00226365613604052,"ES"
1996,599,"Slavic-Russian",0.00362164041558424,"ES"
1997,757,"Slavic-Russian",0.0020492289313956,"ES"
1998,837,"Slavic-Russian",0.000726391507520373,"ES"
1999,1106,"Slavic-Russian",0.00422497422319477,"ES"
2000,1220,"Slavic-Russian",0.00225345622660917,"ES"
2001,1380,"Slavic-Russian",0.00321491478621215,"ES"
2002,1440,"Slavic-Russian",0.00248499074613424,"ES"
2003,1403,"Slavic-Russian",0.00177058514847247,"ES"
2004,1822,"Slavic-Russian",0.00135957101457055,"ES"
2005,2128,"Slavic-Russian",0.00394455343427751,"ES"
2006,2131,"Slavic-Russian",0.00621853990052185,"ES"
2007,2183,"Slavic-Russian",0.00944659904585462,"ES"
2008,2427,"Slavic-Russian",0.00178919835162826,"ES"
2009,2606,"Slavic-Russian",0.0028108744060464,"ES"
2010,2528,"Slavic-Russian",0.00163595811670346,"ES"
2011,2720,"Slavic-Russian",0.00358545086416205,"ES"
2012,2753,"Slavic-Russian",0.0025043369510197,"ES"
2013,2832,"Slavic-Russian",0.00245398207119752,"ES"
2014,2780,"Slavic-Russian",0.00317721637645852,"ES"
2015,2713,"Slavic-Russian",0.00292790836294333,"ES"
1985,171,"SouthEastAsia",0.0022596736588538,"ES"
1986,179,"SouthEastAsia",0.0016465635677932,"ES"
1987,231,"SouthEastAsia",0.0016568867476046,"ES"
1988,242,"SouthEastAsia",0.00162816640151273,"ES"
1989,317,"SouthEastAsia",0.00155219098881953,"ES"
1990,362,"SouthEastAsia",0.00223283065391675,"ES"
1991,504,"SouthEastAsia",0.000585124964545676,"ES"
1992,410,"SouthEastAsia",0.000413763638566457,"ES"
1993,528,"SouthEastAsia",0.00103756205974336,"ES"
1994,532,"SouthEastAsia",0.0016180673905216,"ES"
1995,553,"SouthEastAsia",0.000498614696770614,"ES"
1996,599,"SouthEastAsia",0.000789317846904009,"ES"
1997,757,"SouthEastAsia",0.00197792168301031,"ES"
1998,837,"SouthEastAsia",0.00144771563664397,"ES"
1999,1106,"SouthEastAsia",0.00132328503964655,"ES"
2000,1220,"SouthEastAsia",0.00119730707158564,"ES"
2001,1380,"SouthEastAsia",0.00128198411919639,"ES"
2002,1440,"SouthEastAsia",0.00136376564381663,"ES"
2003,1403,"SouthEastAsia",0.00149040680601794,"ES"
2004,1822,"SouthEastAsia",0.00123589344404257,"ES"
2005,2128,"SouthEastAsia",0.00111486937839704,"ES"
2006,2131,"SouthEastAsia",0.00204023444047498,"ES"
2007,2183,"SouthEastAsia",0.00283439974388245,"ES"
2008,2427,"SouthEastAsia",0.00189915160613136,"ES"
2009,2606,"SouthEastAsia",0.00214325006116977,"ES"
2010,2528,"SouthEastAsia",0.0018937915430263,"ES"
2011,2720,"SouthEastAsia",0.00102187967249671,"ES"
2012,2753,"SouthEastAsia",0.00145677069554729,"ES"
2013,2832,"SouthEastAsia",0.00150310635435863,"ES"
2014,2780,"SouthEastAsia",0.00256882894249756,"ES"
2015,2713,"SouthEastAsia",0.00134669164849211,"ES"
1985,171,"Turkey",0.00589801766416224,"ES"
1986,179,"Turkey",0.000166393976150873,"ES"
1987,231,"Turkey",0.00361384329422028,"ES"
1988,242,"Turkey",0.0009179093587724,"ES"
1989,317,"Turkey",0.000600002152909122,"ES"
1990,362,"Turkey",0.000458824693489115,"ES"
1991,504,"Turkey",0.00184309747342639,"ES"
1992,410,"Turkey",0.000279210198187747,"ES"
1993,528,"Turkey",0.00207235882260738,"ES"
1994,532,"Turkey",0.000459117277261068,"ES"
1995,553,"Turkey",0.00195190576268828,"ES"
1996,599,"Turkey",0.00160164835274594,"ES"
1997,757,"Turkey",0.00187971504328501,"ES"
1998,837,"Turkey",0.00287106502813568,"ES"
1999,1106,"Turkey",0.0026361558931983,"ES"
2000,1220,"Turkey",0.00164444634288704,"ES"
2001,1380,"Turkey",0.00441905168236317,"ES"
2002,1440,"Turkey",0.00279557386702973,"ES"
2003,1403,"Turkey",0.0020090420444613,"ES"
2004,1822,"Turkey",0.00251220937242561,"ES"
2005,2128,"Turkey",0.00181789735688087,"ES"
2006,2131,"Turkey",0.00274879267539275,"ES"
2007,2183,"Turkey",0.00143934928027234,"ES"
2008,2427,"Turkey",0.00172805237295879,"ES"
2009,2606,"Turkey",0.00184925740456356,"ES"
2010,2528,"Turkey",0.00165046001699538,"ES"
2011,2720,"Turkey",0.00415924167156081,"ES"
2012,2753,"Turkey",0.00223986100864147,"ES"
2013,2832,"Turkey",0.00185035720046536,"ES"
2014,2780,"Turkey",0.0023081788895723,"ES"
2015,2713,"Turkey",0.00365010475851818,"ES"
1985,784,"Arabic",0.00563658939525089,"CH"
1986,754,"Arabic",0.00605126229851757,"CH"
1987,817,"Arabic",0.00141829810115998,"CH"
1988,829,"Arabic",0.00561330868194835,"CH"
1989,803,"Arabic",0.00827511100688265,"CH"
1990,1115,"Arabic",0.0034152123927823,"CH"
1991,1112,"Arabic",0.00238826584718932,"CH"
1992,1111,"Arabic",0.00332109470990204,"CH"
1993,1081,"Arabic",0.0034944775174871,"CH"
1994,1176,"Arabic",0.00316980324133148,"CH"
1995,1191,"Arabic",0.00499835257277756,"CH"
1996,1235,"Arabic",0.00617720364972342,"CH"
1997,1458,"Arabic",0.00774844740654053,"CH"
1998,1438,"Arabic",0.00549002848252307,"CH"
1999,1652,"Arabic",0.00824212311876059,"CH"
2000,1874,"Arabic",0.00845321416573864,"CH"
2001,1817,"Arabic",0.00467973265549773,"CH"
2002,1759,"Arabic",0.00754988772854591,"CH"
2003,1746,"Arabic",0.00958989423382933,"CH"
2004,1987,"Arabic",0.00880828600917246,"CH"
2005,2005,"Arabic",0.00746648276523407,"CH"
2006,1928,"Arabic",0.00938353481435236,"CH"
2007,2089,"Arabic",0.00644893710029885,"CH"
2008,1972,"Arabic",0.006407479608295,"CH"
2009,2118,"Arabic",0.0119870629045692,"CH"
2010,2403,"Arabic",0.00644536374769939,"CH"
2011,2300,"Arabic",0.00990937344473283,"CH"
2012,2499,"Arabic",0.011555965456817,"CH"
2013,2631,"Arabic",0.0106838913442717,"CH"
2014,2531,"Arabic",0.010620372484391,"CH"
2015,2533,"Arabic",0.00837266375314357,"CH"
1985,784,"China",0.00288851141816562,"CH"
1986,754,"China",0.00164677184095639,"CH"
1987,817,"China",0.00256606618974975,"CH"
1988,829,"China",0.00341428824875823,"CH"
1989,803,"China",0.000729830475506728,"CH"
1990,1115,"China",0.00367313219114252,"CH"
1991,1112,"China",0.00277677742418182,"CH"
1992,1111,"China",0.00345132875473644,"CH"
1993,1081,"China",0.00544341386176663,"CH"
1994,1176,"China",0.00518616466029941,"CH"
1995,1191,"China",0.00548076249685407,"CH"
1996,1235,"China",0.00739970467794213,"CH"
1997,1458,"China",0.00503855701276344,"CH"
1998,1438,"China",0.00682763371711672,"CH"
1999,1652,"China",0.00563634926642839,"CH"
2000,1874,"China",0.0114633283899482,"CH"
2001,1817,"China",0.00683724919053055,"CH"
2002,1759,"China",0.00910339916009597,"CH"
2003,1746,"China",0.00575558524160585,"CH"
2004,1987,"China",0.00536468658029265,"CH"
2005,2005,"China",0.00407101034384167,"CH"
2006,1928,"China",0.0124887524835546,"CH"
2007,2089,"China",0.00687116176239877,"CH"
2008,1972,"China",0.00613059082740382,"CH"
2009,2118,"China",0.00655800842329968,"CH"
2010,2403,"China",0.00636999447454347,"CH"
2011,2300,"China",0.00822766848320066,"CH"
2012,2499,"China",0.00882080462317863,"CH"
2013,2631,"China",0.0129987270125292,"CH"
2014,2531,"China",0.0129158747265811,"CH"
2015,2533,"China",0.00859779941396183,"CH"
1985,784,"India",0.00691470841574691,"CH"
1986,754,"India",0.00536374076919544,"CH"
1987,817,"India",0.00409596787721929,"CH"
1988,829,"India",0.00540664510552663,"CH"
1989,803,"India",0.00223849300691919,"CH"
1990,1115,"India",0.00461158577963819,"CH"
1991,1112,"India",0.00813374058479253,"CH"
1992,1111,"India",0.00611628797656019,"CH"
1993,1081,"India",0.00594417844725897,"CH"
1994,1176,"India",0.00656595974155171,"CH"
1995,1191,"India",0.00505683986204783,"CH"
1996,1235,"India",0.00574849776729813,"CH"
1997,1458,"India",0.00545171736807746,"CH"
1998,1438,"India",0.00886401152177742,"CH"
1999,1652,"India",0.00463371687847922,"CH"
2000,1874,"India",0.00653317479667851,"CH"
2001,1817,"India",0.00893248724734156,"CH"
2002,1759,"India",0.00652538444185019,"CH"
2003,1746,"India",0.0135864354565785,"CH"
2004,1987,"India",0.00660781415769552,"CH"
2005,2005,"India",0.00759973995365023,"CH"
2006,1928,"India",0.0105289646347268,"CH"
2007,2089,"India",0.0111886484232919,"CH"
2008,1972,"India",0.00866214865669792,"CH"
2009,2118,"India",0.0127783132012656,"CH"
2010,2403,"India",0.0107970658980589,"CH"
2011,2300,"India",0.0153630107869117,"CH"
2012,2499,"India",0.0151348133756674,"CH"
2013,2631,"India",0.012806678747804,"CH"
2014,2531,"India",0.0132386388305013,"CH"
2015,2533,"India",0.0180625478310573,"CH"
1985,784,"Persian",0.00289999667847844,"CH"
1986,754,"Persian",0.00357808320692428,"CH"
1987,817,"Persian",0.00154378148695735,"CH"
1988,829,"Persian",0.00386983089454454,"CH"
1989,803,"Persian",0.00371115265710544,"CH"
1990,1115,"Persian",0.00256183048970747,"CH"
1991,1112,"Persian",0.00355991573885376,"CH"
1992,1111,"Persian",0.00190612529640855,"CH"
1993,1081,"Persian",0.00152580117881503,"CH"
1994,1176,"Persian",0.00294053636586826,"CH"
1995,1191,"Persian",0.00335669577609905,"CH"
1996,1235,"Persian",0.00291991715347836,"CH"
1997,1458,"Persian",0.00388291336399673,"CH"
1998,1438,"Persian",0.00261139017281353,"CH"
1999,1652,"Persian",0.00400951312156751,"CH"
2000,1874,"Persian",0.00611069085950831,"CH"
2001,1817,"Persian",0.00323828484410631,"CH"
2002,1759,"Persian",0.00539292865707257,"CH"
2003,1746,"Persian",0.00315433893593081,"CH"
2004,1987,"Persian",0.00316420047866979,"CH"
2005,2005,"Persian",0.00353072396374457,"CH"
2006,1928,"Persian",0.00412171377392269,"CH"
2007,2089,"Persian",0.0045519041158816,"CH"
2008,1972,"Persian",0.00579110201237375,"CH"
2009,2118,"Persian",0.00836653334811858,"CH"
2010,2403,"Persian",0.00739589917521443,"CH"
2011,2300,"Persian",0.00689382958489966,"CH"
2012,2499,"Persian",0.00909580662823149,"CH"
2013,2631,"Persian",0.00985247295983474,"CH"
2014,2531,"Persian",0.00784376828842947,"CH"
2015,2533,"Persian",0.00995507703881877,"CH"
1985,784,"Slavic-Russian",0.00598533008957727,"CH"
1986,754,"Slavic-Russian",0.00398230281541503,"CH"
1987,817,"Slavic-Russian",0.00181007194220266,"CH"
1988,829,"Slavic-Russian",0.00690136792414048,"CH"
1989,803,"Slavic-Russian",0.00467508300348351,"CH"
1990,1115,"Slavic-Russian",0.00565609002185799,"CH"
1991,1112,"Slavic-Russian",0.00488843826576048,"CH"
1992,1111,"Slavic-Russian",0.00882529403933211,"CH"
1993,1081,"Slavic-Russian",0.00982883637100673,"CH"
1994,1176,"Slavic-Russian",0.00616488266662372,"CH"
1995,1191,"Slavic-Russian",0.0102723677402573,"CH"
1996,1235,"Slavic-Russian",0.0061110706692676,"CH"
1997,1458,"Slavic-Russian",0.00333308721223301,"CH"
1998,1438,"Slavic-Russian",0.00452225382130642,"CH"
1999,1652,"Slavic-Russian",0.00629768632504563,"CH"
2000,1874,"Slavic-Russian",0.0087050919175807,"CH"
2001,1817,"Slavic-Russian",0.00656369625675681,"CH"
2002,1759,"Slavic-Russian",0.00793887628640086,"CH"
2003,1746,"Slavic-Russian",0.00448732518466736,"CH"
2004,1987,"Slavic-Russian",0.00715904400120616,"CH"
2005,2005,"Slavic-Russian",0.00775762304811114,"CH"
2006,1928,"Slavic-Russian",0.00930509393395751,"CH"
2007,2089,"Slavic-Russian",0.00754022593506505,"CH"
2008,1972,"Slavic-Russian",0.0134658937735689,"CH"
2009,2118,"Slavic-Russian",0.0119629949055559,"CH"
2010,2403,"Slavic-Russian",0.0119237475908841,"CH"
2011,2300,"Slavic-Russian",0.0127979919164848,"CH"
2012,2499,"Slavic-Russian",0.0140988021000922,"CH"
2013,2631,"Slavic-Russian",0.0137931630442512,"CH"
2014,2531,"Slavic-Russian",0.0186389431879194,"CH"
2015,2533,"Slavic-Russian",0.0176479109699879,"CH"
1985,784,"SouthEastAsia",0.00386311615840504,"CH"
1986,754,"SouthEastAsia",0.00316469460983432,"CH"
1987,817,"SouthEastAsia",0.00505995864161541,"CH"
1988,829,"SouthEastAsia",0.00812476793707385,"CH"
1989,803,"SouthEastAsia",0.00405557101690918,"CH"
1990,1115,"SouthEastAsia",0.0039515365548345,"CH"
1991,1112,"SouthEastAsia",0.00788632774705997,"CH"
1992,1111,"SouthEastAsia",0.00698145224140611,"CH"
1993,1081,"SouthEastAsia",0.00431446616171747,"CH"
1994,1176,"SouthEastAsia",0.00405979741102012,"CH"
1995,1191,"SouthEastAsia",0.00613513843262695,"CH"
1996,1235,"SouthEastAsia",0.0104364826848392,"CH"
1997,1458,"SouthEastAsia",0.00565670800662466,"CH"
1998,1438,"SouthEastAsia",0.00435152991161427,"CH"
1999,1652,"SouthEastAsia",0.00409712495324855,"CH"
2000,1874,"SouthEastAsia",0.00463693448151091,"CH"
2001,1817,"SouthEastAsia",0.00623648425246952,"CH"
2002,1759,"SouthEastAsia",0.00466984093971144,"CH"
2003,1746,"SouthEastAsia",0.00888320885600906,"CH"
2004,1987,"SouthEastAsia",0.0060443524456626,"CH"
2005,2005,"SouthEastAsia",0.00518880832247218,"CH"
2006,1928,"SouthEastAsia",0.00718882292327786,"CH"
2007,2089,"SouthEastAsia",0.00747548469205904,"CH"
2008,1972,"SouthEastAsia",0.00605802552840414,"CH"
2009,2118,"SouthEastAsia",0.00634889346927177,"CH"
2010,2403,"SouthEastAsia",0.00775873205696458,"CH"
2011,2300,"SouthEastAsia",0.00673992638721746,"CH"
2012,2499,"SouthEastAsia",0.00388099384564109,"CH"
2013,2631,"SouthEastAsia",0.0068440369197318,"CH"
2014,2531,"SouthEastAsia",0.00783318230178465,"CH"
2015,2533,"SouthEastAsia",0.00730337677869035,"CH"
1985,784,"Turkey",0.0113522537602373,"CH"
1986,754,"Turkey",0.0100923028956663,"CH"
1987,817,"Turkey",0.00589377948400357,"CH"
1988,829,"Turkey",0.00280479771820791,"CH"
1989,803,"Turkey",0.00272475099044974,"CH"
1990,1115,"Turkey",0.00396970119382357,"CH"
1991,1112,"Turkey",0.00628649068115257,"CH"
1992,1111,"Turkey",0.00514819154165507,"CH"
1993,1081,"Turkey",0.0070016037648995,"CH"
1994,1176,"Turkey",0.00659690394158472,"CH"
1995,1191,"Turkey",0.0083129793835177,"CH"
1996,1235,"Turkey",0.00458162293596783,"CH"
1997,1458,"Turkey",0.0101971920733221,"CH"
1998,1438,"Turkey",0.00559827115534078,"CH"
1999,1652,"Turkey",0.00744462056698528,"CH"
2000,1874,"Turkey",0.00663736026687074,"CH"
2001,1817,"Turkey",0.00919062954871133,"CH"
2002,1759,"Turkey",0.00692478032417393,"CH"
2003,1746,"Turkey",0.00766749038547268,"CH"
2004,1987,"Turkey",0.00740985559519135,"CH"
2005,2005,"Turkey",0.00945104048859954,"CH"
2006,1928,"Turkey",0.008673154634896,"CH"
2007,2089,"Turkey",0.00761331481447539,"CH"
2008,1972,"Turkey",0.0110419717198977,"CH"
2009,2118,"Turkey",0.00974421819617131,"CH"
2010,2403,"Turkey",0.00914799892546979,"CH"
2011,2300,"Turkey",0.00941375149633935,"CH"
2012,2499,"Turkey",0.00953732168529746,"CH"
2013,2631,"Turkey",0.0105181467651526,"CH"
2014,2531,"Turkey",0.0157714361646348,"CH"
2015,2533,"Turkey",0.0111039430336927,"CH"
1985,1109,"Arabic",0.00247798647012055,"NL"
1986,1066,"Arabic",0.00237885276106494,"NL"
1987,1228,"Arabic",0.00232843567352369,"NL"
1988,1270,"Arabic",0.00203662961380592,"NL"
1989,1300,"Arabic",0.00162269363585228,"NL"
1990,1688,"Arabic",0.0025350864271531,"NL"
1991,1576,"Arabic",0.00171818473249578,"NL"
1992,1629,"Arabic",0.00230380376911652,"NL"
1993,1631,"Arabic",0.00314570031422915,"NL"
1994,1652,"Arabic",0.00318345142045864,"NL"
1995,1940,"Arabic",0.00507430131340785,"NL"
1996,2082,"Arabic",0.00439498829477043,"NL"
1997,2228,"Arabic",0.00498819697542333,"NL"
1998,2425,"Arabic",0.00458481212069668,"NL"
1999,2862,"Arabic",0.00325824285764675,"NL"
2000,3100,"Arabic",0.00533570742943846,"NL"
2001,2990,"Arabic",0.00655053214733779,"NL"
2002,2906,"Arabic",0.00488513236127104,"NL"
2003,2848,"Arabic",0.00653254947034191,"NL"
2004,3165,"Arabic",0.00408225174272735,"NL"
2005,3062,"Arabic",0.00654648605520484,"NL"
2006,2964,"Arabic",0.00524070149919998,"NL"
2007,2831,"Arabic",0.00720825933721109,"NL"
2008,2851,"Arabic",0.00785484075122372,"NL"
2009,2964,"Arabic",0.0068579202598511,"NL"
2010,2733,"Arabic",0.00849191555384045,"NL"
2011,2883,"Arabic",0.00704548480728996,"NL"
2012,2999,"Arabic",0.00809349252680585,"NL"
2013,3159,"Arabic",0.0104853557649889,"NL"
2014,3212,"Arabic",0.0103263941055373,"NL"
2015,3177,"Arabic",0.0108256271414061,"NL"
1985,1109,"China",0.00700832748963961,"NL"
1986,1066,"China",0.0039816906964495,"NL"
1987,1228,"China",0.00598346666219101,"NL"
1988,1270,"China",0.00495990662144502,"NL"
1989,1300,"China",0.00544855431330694,"NL"
1990,1688,"China",0.00744589729600833,"NL"
1991,1576,"China",0.0097271341376533,"NL"
1992,1629,"China",0.00765854464413655,"NL"
1993,1631,"China",0.00758081246441124,"NL"
1994,1652,"China",0.00654600113107814,"NL"
1995,1940,"China",0.00598918491407449,"NL"
1996,2082,"China",0.00981081664334358,"NL"
1997,2228,"China",0.00803503281852825,"NL"
1998,2425,"China",0.00723668340157331,"NL"
1999,2862,"China",0.0102783110856792,"NL"
2000,3100,"China",0.0135826761996416,"NL"
2001,2990,"China",0.0155374180007522,"NL"
2002,2906,"China",0.0113739611384145,"NL"
2003,2848,"China",0.0136774757094326,"NL"
2004,3165,"China",0.00925683028143187,"NL"
2005,3062,"China",0.00921176552475125,"NL"
2006,2964,"China",0.0119240775118567,"NL"
2007,2831,"China",0.0107765892816117,"NL"
